gyro_x,gyro_y,gyro_z,timestamp
0.10368378545561895,-0.04816087146910195,0.44455189338700296,1554710800.228122
-0.36099148576024076,0.08262856756134349,0.09357735543487725,1554710800.419623
0.22625311146542582,-0.49654292313585685,-0.8572206885196862,1554710800.620671
0.4805069649480537,-0.5492575337528853,-0.6495942583504927,1554710800.821827
0.22525282815999204,-0.050070091654579756,0.1533501418889427,1554710801.023304
0.15372751181540692,-0.06949172653620062,0.06779662450236518,1554710801.2245421
-0.185458010939265,-0.049299106519001816,0.19788778269499185,1554710801.42563
0.05438121682720003,-0.40913398141782115,0.21389338084636805,1554710801.627015
-0.5770180586397623,-0.5471594954461209,-0.5090419370799257,1554710801.82812
-0.102811600198618,-0.043954142211212785,-0.03770237155225178,1554710802.029313
0.02861113853904828,0.006728210177976188,0.39880065007220467,1554710802.230671
0.1787255397035447,0.31732576389508355,0.26130004509475957,1554710802.43216
-0.04595870356371543,0.014572551168804583,0.16857436857648966,1554710802.633298
-0.24188719864473598,0.12349770396580848,-0.10839571637229614,1554710802.834656
-0.05918742364646603,0.08150524621354806,-0.04546788297481383,1554710803.035723
-0.011369567325766284,0.06162687920497861,-0.011992480704735818,1554710803.237156
-0.01892016164835894,0.03652392276989171,-0.010233462804738481,1554710803.4379401
-0.021473600501526913,-0.04534431230023415,0.03419205891941833,1554710803.6394858
0.010336527138924547,0.030073480293610788,0.010515225248068864,1554710803.840773
0.04283428297283447,0.043952544314558736,0.042377018213667864,1554710804.041967
0.006114884178930939,-0.033610690853454035,-0.00025513083242959103,1554710804.242888
-0.04856194352926788,-0.017023192003895498,0.010492055746585174,1554710804.444068
-0.026458505429937232,0.006011819844744872,-0.00014008227333816794,1554710804.645678
-0.026940271271132566,-0.013919277753408146,-0.0035776906084124486,1554710804.8470402
-0.004763596241824733,0.015543007070029457,-0.0068278124027451505,1554710805.048503
-0.006388657138991084,0.010633469600468383,-0.019052787070644887,1554710805.249449
0.019634155136609183,0.029001824270962904,0.017588048471101306,1554710805.4508
0.0030226878372399354,-0.016862337074054712,-0.003443200973363447,1554710805.652581
0.009126386739592542,-0.02182567039763539,-0.009092564593748536,1554710805.853405
-0.01006302049497341,-0.030146983539696977,-0.017011207778990144,1554710806.053978
-0.034755850122188105,-0.034122017782749245,-0.026813504803244795,1554710806.255527
-0.010069944713807616,-0.0008783105275081328,-0.02465128431420946,1554710806.456973
-0.03143675245562235,-0.03186738560388817,0.0005163869353663643,1554710806.658321
-0.0008655273542757524,0.0016897757116552767,0.01831216197149385,1554710806.859627
-0.031099063629400302,-0.04989272512598048,0.009477391371264986,1554710807.064611
0.06614839410371515,0.014381336202536895,0.0518493495788617,1554710807.261656
-0.10992809926352774,-0.028589566934218637,0.007375890955083458,1554710807.4628448
-0.22256862809730119,-0.09878010694045605,-0.029219670848131384,1554710807.664264
-0.49614051949514587,0.00019281286292173686,0.1632581664084735,1554710807.865416
0.2187717593311752,-0.17433478601433106,-0.009422796568918361,1554710808.066661
0.07795471984825442,0.21627930686697006,-0.004997954417751706,1554710808.2681088
-0.111280985097288,-0.0034264230584959477,0.14240108769929993,1554710808.469527
0.09377842409717824,0.10152289654712865,0.00011238539800134385,1554710808.670652
0.037701039971706735,-0.07724019372778616,0.020231502169113957,1554710808.871851
-0.24491787596524614,0.3300633970728235,0.26865356549668634,1554710809.0727649
0.10725002447134406,-0.1797977283584106,-0.011022557435728959,1554710809.274061
-0.015242069866850503,-0.14158482882519063,-0.019984627136063613,1554710809.475455
-0.1152640088236105,-0.0677769171102986,0.01878513938109192,1554710809.6767678
-0.15028564242258852,0.12072801643212608,-0.00912532147515651,1554710809.87784
-0.1699674681427101,0.056037969341338326,0.03926751132489134,1554710810.079026
-0.22259925444983708,-0.1146355028063518,-0.08681212731774895,1554710810.2799768
-0.10070583872469234,-0.3897229991805606,0.031879902461011536,1554710810.481697
-0.22842412038605842,0.30992910028349746,0.289511443154187,1554710810.682873
0.303360946087035,0.03743206070160873,-0.15043504575974195,1554710810.8843908
0.29280444184206994,0.1946429872228393,0.030381341715623948,1554710811.0854201
0.11664352626827154,0.09579070861684211,0.11484615884857707,1554710811.286365
-0.22133158977095937,-0.1606000653244654,0.130505546058243,1554710811.487495
-0.027971180929102238,-0.4076199743381111,-0.1691267081865721,1554710811.688819
0.1650155864118168,0.21762979585574924,0.2515504786600885,1554710811.889657
-0.14734870837244912,0.032870332070412005,0.7405571885432392,1554710812.090503
-0.04734141680168457,0.010731473928583299,-0.14005324488228607,1554710812.291961
0.0547266288205833,0.15699867258235126,-0.011611914984963494,1554710812.493331
0.06260399300892869,0.04054929075754648,-0.140320093623512,1554710812.694318
0.12028699695560895,-0.17542029047464736,-0.026608441399308694,1554710812.898732
-0.15024729290289138,-0.03823660166692167,-0.44761745811779313,1554710813.096473
-0.05111511606632685,0.039752472959394776,-0.32839386138545285,1554710813.297653
0.19098060809176232,-0.3543258598678814,-0.779440405722832,1554710813.499185
0.0893645009064809,-0.2572376591679527,-0.05278545070202455,1554710813.700136
-0.2895061168320068,0.2081002065271187,0.028385835110827578,1554710813.901109
0.0649100241968283,0.17033125594761495,0.2479480206535383,1554710814.102191
0.08141150294317727,0.07877763662508891,0.06325220641825396,1554710814.3033772
-0.4483271905482993,1.04700100990815,0.43642472468840815,1554710814.5046349
-0.013279053827353098,-0.08623022661956664,0.12749564139423544,1554710814.7056699
0.2455106956238978,-0.05483688368971259,-0.04096634178425289,1554710814.906683
-0.19243229720196453,0.3230784581657637,0.11482884830149155,1554710815.107748
0.01990766178056032,0.36567731769823514,0.21805377110128984,1554710815.308877
0.03883794344106156,-0.2023400554053863,0.059254801622045036,1554710815.510284
0.07086538502646349,-0.27702467975113243,0.1595150934963671,1554710815.711403
0.12256639653260777,-0.6289475693674353,-0.25691435141161706,1554710815.912092
0.21910598604798015,0.35546036649225515,0.23972098341406553,1554710816.113881
0.03844219770307579,0.2620563828443421,0.1492227748315379,1554710816.3148851
-0.551968365426477,0.19688749938955807,-0.3457989506896657,1554710816.516276
0.0554656560230803,-0.39979773758433035,-0.43148189770522105,1554710816.717095
0.3170826172875593,0.15528013473092311,0.03452335615902419,1554710816.918175
0.0025254756617221416,-0.1398689541348526,0.00048815742781152435,1554710817.119808
-0.07731928961216152,0.12429931545392234,0.3006991165775008,1554710817.320596
0.004878911117025164,-0.005322860070741373,-0.05752641007458361,1554710817.521347
-0.0961635511694532,-0.0033992588153771396,-0.09246468673144215,1554710817.7228
-0.2439343705746799,0.07394799398823021,-0.017824270859791335,1554710817.924346
-0.06730074390739244,0.05758952699241849,0.04738695685632492,1554710818.125136
-0.022411299521343814,0.047104661780776526,-0.04523565532775892,1554710818.326384
0.1387134085378672,-0.04567427795929497,-0.10646785405918778,1554710818.527316
0.06789436251437109,-0.00248206613595385,0.0003826962486443865,1554710818.7289848
-0.01992097758601072,-0.12978755782835763,-0.04521221951016622,1554710818.929685
0.10882581688834395,0.06238108642568905,0.10754883114565095,1554710819.130616
-0.059630041019637196,-0.01910338713135639,-0.009380185991477092,1554710819.33187
0.037587056677051346,-0.11971308574069688,0.025188710222187452,1554710819.532854
-0.11458437011342228,-0.03018613200772114,0.014917164213860837,1554710819.733917
0.022649386122796898,-0.042245990688035966,0.17414330473195436,1554710819.935382
-0.5023768438197844,0.3827649582005106,0.18041185330578288,1554710820.136615
0.35767824704807316,-0.12612784185837073,-0.19871389526513442,1554710820.337564
0.10639301923255656,0.14213663580305505,0.06065376014266366,1554710820.556705
-0.6145899352986002,0.08992935737368671,-0.3620357112236608,1554710820.739808
-0.09570202535254246,-0.08173454438340388,-0.1434660858192226,1554710820.941364
0.19334389724309864,0.14790397745973066,0.19938314764707132,1554710821.142797
0.46751739673119225,-0.13046772917076385,0.5241569741627795,1554710821.343929
0.3151057528103935,0.44875622579991103,-0.08469518056724497,1554710821.545012
-0.8955837903383866,-0.09226415070135918,-0.5257364950053055,1554710821.7464972
6.25842856168621e-05,0.10877814630483153,0.06668741790834717,1554710821.947122
-0.3035321873451271,0.06587275693089194,-0.11697109508235129,1554710822.148891
0.030311566895063872,0.5427263974955749,0.010462760974594303,1554710822.349755
-0.2491278010164434,-0.06241091382989794,0.08038245749797066,1554710822.5503001
-0.31731937230846735,-0.5262792472354636,-0.1921281642054775,1554710822.751543
-0.6701240345616954,0.26266464883731616,-0.22085328603918114,1554710822.952952
-0.07889295150028934,0.04843011705530896,-0.12854599212816267,1554710823.154232
0.30792879998873895,0.405466542280673,0.2129897702885042,1554710823.404865
-0.4875275902137206,0.2571838633139331,0.18023022571943947,1554710823.556333
-0.8341933998382072,-0.10394264471357464,-0.4469655162829418,1554710823.75753
0.5292071265378967,-0.6163540132046686,0.10122116039562268,1554710823.959132
-0.16949795284252914,0.331557696760467,0.08436787806927423,1554710824.160758
-0.18041771226018105,0.037311419504228144,0.19688350464792295,1554710824.361483
