latitude,longitude,hAcc,vAcc,altitude,course,trueHeading,magneticHeading,speed,timestamp
39.95568497374702,116.43722810063723,65.0,11.9264554977417,45.45253372192383,-1.0,-1.0,-1.0,-1.0,1554706360.28497
39.95846150116271,116.43492077854648,65.0,10.0,42.79435729980469,-1.0,-1.0,-1.0,-1.0,1554710800.2659168
39.958611509195634,116.43495167351855,49.92375655287328,6.813939738816376,39.83918515738448,-1.0,-1.0,313.5364074707031,1.4543534517288208,1554710804.028857
39.95869316476047,116.43511448855034,35.740259464601465,6.414333391670231,39.925107901141175,-1.0,-1.0,313.5364074707031,0.7944939732551575,1554710805.028349
39.958795325545715,116.43521807009321,26.059269041306813,6.542726809547419,39.83946635757084,-1.0,-1.0,313.5364074707031,0.14146295189857483,1554710806.0305018
39.95886016837737,116.43528150460214,20.43174530401005,6.6880057760220115,39.87718818926506,-1.0,-1.0,313.5364074707031,0.04443010687828064,1554710807.029249
39.95891283214323,116.43530726008335,16.303182944760504,6.7621849990241705,39.86341173541204,-1.0,-1.0,313.5364074707031,0.1493813842535019,1554710808.0275831
39.95893230078128,116.43531384080944,14.68482917361384,6.853330563039508,39.88450138770323,-1.0,-1.0,312.47357177734375,0.18038107454776764,1554710809.0296621
39.95889509478246,116.43525501710242,10.498903117829927,6.815184006412957,39.756511109610415,-1.0,-1.0,308.91558837890625,0.15576320886611938,1554710810.028768
39.95890613130357,116.4352228436345,9.37565520942062,6.896735876759093,39.80243085092804,238.71636159356825,-1.0,304.3576965332031,0.23260533809661865,1554710811.7807283
39.958861876088385,116.43516997141728,9.011831714534646,6.91060761193893,39.83573332837317,290.2130434332478,-1.0,295.9347229003906,0.2419613152742386,1554710812.7302995
39.95883247215779,116.43512791906073,8.706598791467604,6.9091341130927315,39.87693109783739,309.96150442857083,-1.0,319.83868408203125,0.24481549859046936,1554710813.6797981
39.95879936955252,116.4350893310153,8.043144162312348,6.880675006289176,39.994454179397195,16.674339750809533,-1.0,315.3115539550781,0.06776344776153564,1554710814.629416
39.95879240500389,116.4350667142947,7.284022469861935,6.799256445485476,40.10228969841841,87.14309056639159,-1.0,314.3207092285156,0.038592465221881866,1554710816.5286367
39.958802556084315,116.43504229597575,6.847953403034009,6.757213830623672,40.00776751875423,301.45728108434344,-1.0,308.7438659667969,0.10943248867988586,1554710820.327342
39.95882043219007,116.43502796907408,6.825023746410919,6.76308670898526,39.77876314604065,321.18601357628285,-1.0,313.6327819824219,1.282715082168579,1554710822.226716
39.95882209265886,116.43499394344526,6.7549310998303325,6.771009918844449,39.72541532565628,317.309545733115,-1.0,314.6177978515625,1.0604103803634644,1554710823.1765237
39.95883749655449,116.43495645985661,6.983026908275586,6.805632577779817,39.580071027694615,318.90540821234157,-1.0,313.7749938964844,1.101807951927185,1554710825.0760932
39.958844438369404,116.43492295528148,6.897436132031075,6.759177371174633,39.45930594480967,311.447550506542,-1.0,315.83154296875,1.2298728227615356,1554710827.0027056
39.95885508818277,116.4348981528035,6.9905613696190825,6.782388005132927,39.48663454086411,320.84821442237546,-1.0,308.08648681640625,0.894239068031311,1554710829.0022473
39.958871117261474,116.43487399053632,7.134854625419742,6.823970192370836,39.526071432641004,331.80491151099267,-1.0,309.0848388671875,1.180755853652954,1554710831.0018349
39.958879215201456,116.43484650111665,7.003729213880683,6.7548151257769895,39.56152452095198,293.8353703480818,-1.0,311.5533752441406,1.180755853652954,1554710833.0014596
39.95887968132893,116.43481635926328,6.540791354921319,6.675243723302646,39.60762751388212,297.58988506218867,-1.0,312.6621398925781,1.1637794971466064,1554710834.0012867
39.95888772871378,116.43477865626396,6.605249254185888,6.591909628611959,39.72796170046548,298.7712956656186,-1.0,320.27789306640625,1.302550196647644,1554710836.0009615
39.958906556045854,116.43475337944886,6.484386825248344,6.701864086273037,39.783032856056,302.53268421272026,-1.0,320.2093505859375,1.302550196647644,1554710838.0006635
39.9589126310802,116.43471527319835,6.604482463583493,6.651845812329813,39.85822827709398,283.85905617341774,-1.0,315.58624267578125,1.2866337299346924,1554710840.000391
39.95892377721617,116.43469362260967,6.6669586553134454,6.642427496628988,39.96896589263846,296.841104916364,-1.0,302.3612365722656,1.6495534181594849,1554710842.0001402
39.958948983370306,116.43468046719026,6.422537935090542,6.66190593176549,40.131164779529975,331.3048054715902,-1.0,304.51434326171875,1.3910239934921265,1554710844.9997988
39.958964428970596,116.43465600598086,6.86719807693225,6.6524534944708495,40.23028751185653,324.03632662098494,-1.0,314.19354248046875,1.3137190341949463,1554710846.9995914
39.95897497214188,116.43463255928512,6.96652287435437,6.669809384646406,40.26187639247824,313.5671395325276,-1.0,319.7228698730469,1.2901830673217773,1554710847.9994922
39.95899784886907,116.43459709467398,7.279628408664108,6.743159079995072,40.396112688872385,308.87260900502963,-1.0,319.1700744628906,1.3519343137741089,1554710849.9993052
39.959016154001894,116.43456337475996,7.72143517927683,6.834599341955071,40.52215531691958,306.1187359179643,-1.0,311.4175720214844,1.3052911758422852,1554710851.9991283
39.95903881976141,116.43452759612886,7.8052422462778175,6.821947089897512,40.634224093887624,302.0273683333707,-1.0,311.5655212402344,1.3549847602844238,1554710853.998962
39.959054633867524,116.43449812540841,7.772462957832429,6.781134201760968,40.74068304877666,300.19819061869197,-1.0,312.5088195800781,1.1793302297592163,1554710855.998804
39.95907135649764,116.43448029590186,7.771608194804747,6.756667740717332,40.860137292700564,302.60580178604835,-1.0,317.4516906738281,1.0413273572921753,1554710857.9986544
39.959082273997545,116.43445725835907,7.995872493670042,6.7884425962463535,40.96304259436295,306.25666588742445,-1.0,314.3674621582031,1.0245776176452637,1554710859.9985108
39.959118039807635,116.43442479256325,8.063179622602604,6.7895328885225394,41.03154348003734,309.9011564727962,-1.0,315.7236328125,1.5411286354064941,1554710861.998374
39.959134531571536,116.43439249597893,8.162823616945328,6.799296097997508,41.099906101980054,308.60556910792445,-1.0,313.57861328125,1.5411286354064941,1554710863.998242
39.959140152061615,116.43436732547295,7.81053004846759,6.766316304197592,41.155644280042246,309.95035321070293,-1.0,313.0336608886719,1.016369104385376,1554710865.998114
39.95915337454445,116.43434557710285,7.727218825084486,6.736492188391193,41.22144601581596,307.5214505778392,-1.0,314.17462158203125,0.9568243622779846,1554710867.997991
39.95916771403756,116.43433069972868,7.7617782913164515,6.753500436950142,41.3085809324561,303.66067439198224,-1.0,310.6313171386719,0.9568243622779846,1554710868.997931
39.95917672024371,116.43429841710461,7.791813904973645,6.779076928759191,41.413149767932545,293.04475274487487,-1.0,312.2361145019531,1.257002592086792,1554710870.997812
